"cod","titulo","nif","domicilio","poblacion","provincia","codpostal","sumadb","sumahb","acudb","acuhb","tpc","tipoiva","recequiv","subequiv","sdb01","shb01","sdb02","shb02","sdb03","shb03","sdb04","shb04","sdb05","shb05","sdb06","shb06","sdb07","shb07","sdb08","shb08","sdb09","shb09","sdb10","shb10","sdb11","shb11","sdb12","shb12","ndb","nhb","ndb01","nhb01","ndb02","nhb02","ndb03","nhb03","ndb04","nhb04","ndb05","nhb05","ndb06","nhb06","ndb07","nhb07","ndb08","nhb08","ndb09","nhb09","ndb10","nhb10","ndb11","nhb11","ndb12","nhb12","divisa","coddivisa","sdbme","shbme","documento","ajustame","sumadbeu","sumahbeu","sdb01eu","shb01eu","sdb02eu","shb02eu","sdb03eu","shb03eu","sdb04eu","shb04eu","sdb05eu","shb05eu","sdb06eu","shb06eu","sdb07eu","shb07eu","sdb08eu","shb08eu","sdb09eu","shb09eu","sdb10eu","shb10eu","sdb11eu","shb11eu","sdb12eu","shb12eu","ndbeu","nhbeu","ndb01eu","nhb01eu","ndb02eu","nhb02eu","ndb03eu","nhb03eu","ndb04eu","nhb04eu","ndb05eu","nhb05eu","ndb06eu","nhb06eu","ndb07eu","nhb07eu","ndb08eu","nhb08eu","ndb09eu","nhb09eu","ndb10eu","nhb10eu","ndb11eu","nhb11eu","ndb12eu","nhb12eu","telef01","fax01","email","titulol","crinforma","proye","subcierre","linterrump","segmento","idnif","codpais","rep14nif","rep14nom","metcobro","metcobfre","importemet","lexportbag","suplido","provision","lesirpf","nirpf","nclaveirpf","lesmod130","ldeducible","ctimestamp","cusrtmstmp","lcritcaja","csubivaas","lpefectivo","linggasto","ntipoig","mediocrit","subctacon","ntipoexist","subctavar","lmod140","lirpf140","cformapago","sctabanco"
"1000000     ","CAPITAL SOCIAL                          ","               ","                                   ","                         ","                    ","     ",0.0,0.0,0.0,0.0,0.0," ",0.0,"            ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"     ",0.0,0.0,False,False,0.0,3846.48,0.0,3846.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"               ","               ","                                                  ","                                                                                                    "," ","         ","            ",False,"            ",0,"  ","         ","                                        ",False,False,0.0,False,False,False,False,0.0,0,False,False,"                   ","  ",False,"            ",False,False,0," ","            ",0,"            ",False,False,"  ","            "
"1010000     ","DERECHOS DE TRASPASO                    ","               ","                                   ","                         ","                    ","     ",0.0,0.0,0.0,0.0,0.0," ",0.0,"            ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"     ",0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"               ","               ","                                                  ","                                                                                                    "," ","         ","            ",False,"            ",0,"  ","         ","                                        ",False,False,0.0,False,False,False,False,0.0,0,False,False,"                   ","  ",False,"            ",False,False,0," ","            ",0,"            ",False,False,"  ","            "
